Index,Name,Age,Gender,Nationality,Years Active,Genre Specialization,Beauty,Skill Level,Education Level,Award Wins,Media Mentions,Social Media Followers,Social Media Likes,Network Size,Income
10084,Jessica Church,25,Female,USA,7,Action,8.1,17.13,Graduate,10,51,18095,5183,23,855287.05
10085,Rebecca Collins,34,Male,USA,14,Horror,7.92,5.36,University,6,38,16882,5026,21,627708.91
10086,Charles Lynch,50,Female,USA,16,Drama,7.98,11.13,University,9,35,16721,4921,22,650397.32
10087,John Foster,21,Female,USA,3,Sci-Fi,6.79,3.09,Graduate,6,42,16704,4842,22,428415.97
10088,William Allen,36,Male,USA,15,Action,6.73,10.71,Graduate,8,37,17365,5179,23,923628.88
10089,Loretta Frey,23,Female,USA,5,Musical,10.98,10.24,College,9,45,15783,5599,28,688413.76
10090,Raymond Peterson,26,Female,USA,8,Drama,9.77,11.84,University,7,40,17272,5095,24,724530.3
10091,Jennifer Jackson,46,Male,Canada,16,Horror,6.71,8.97,University,9,43,16782,5038,27,706276.17
10092,Angela Noble,19,Female,USA,1,Action,11.11,13.08,Graduate,7,42,16729,5135,25,592856.56
10093,Ariel Cook,36,Male,USA,18,Comedy,8.79,7.94,High School,8,33,13641,4778,24,652140.64
10094,James Maldonado,41,Female,USA,16,Comedy,8.76,4.07,High School,8,33,14355,4606,26,710818.03
10095,Stacy Santiago,32,Male,USA,14,Action,6.57,7.27,University,9,28,18105,5339,29,770833.63
10096,Sara Martinez,21,Female,USA,3,Drama,11.07,6.15,College,4,41,18559,5451,31,613798.86
10097,Elizabeth Kaufman,28,Female,USA,10,Drama,9.57,16.24,Graduate,10,27,14341,4847,27,709202.89
10098,Raymond Bowman,19,Female,USA,1,Comedy,7.95,19.35,Graduate,6,44,18484,5102,30,475276.07
10099,Devin Madden,32,Male,USA,14,Comedy,8.04,13.67,College,9,36,16757,5176,24,650450.97
10100,Vickie Ramirez,39,Female,USA,18,Drama,6.14,8.35,High School,8,34,15769,5214,22,821559.94
10101,Michael Joseph,21,Male,Canada,3,Action,4.84,10.72,Graduate,6,56,18469,5411,28,438893.67
10102,Garrett Mitchell,23,Female,USA,5,Drama,8.14,7.62,High School,5,46,15831,5064,24,331490.9
10103,Nancy Huff,31,Male,USA,13,Horror,7.69,15.72,University,10,44,19055,5388,25,826064.36
10104,Michelle Guerra,20,Female,Canada,2,Action,8.4,11.57,Graduate,8,47,20784,5261,32,795353.84
10105,Aaron Ward,44,Male,Canada,16,Sci-Fi,7.02,12.46,Graduate,10,40,18572,5040,21,830508.31
10106,Jennifer Wilson,42,Male,USA,14,Drama,10.5,6.37,High School,6,35,16885,5271,28,814876.02
10107,Brenda Meadows,40,Male,USA,12,Action,6.81,8.93,University,8,51,20606,5358,25,986266.16
10108,James Garcia,33,Male,USA,12,Action,6.75,14.56,Graduate,10,23,14146,5336,25,458061.19
10109,Kevin Mathews,40,Male,USA,17,Action,4.96,9.88,College,10,35,16340,5059,23,505658.52
10110,Alison Henson,52,Male,USA,13,Sci-Fi,6.62,14.32,College,11,43,18538,5279,23,879033.04
10111,Joshua Garcia,45,Female,Canada,21,Action,8.4,8.07,High School,12,52,17091,5121,23,1622520.02
10112,Lynn Mcdowell,41,Female,USA,20,Drama,10.15,13.73,College,13,33,18071,5752,32,2077069.85
10113,Kimberly Holder,27,Female,USA,9,Musical,10.72,5.84,High School,5,36,14819,4840,19,370994.21
10114,Amanda Day,36,Female,Canada,12,Comedy,9.47,8.89,College,9,39,18532,5309,21,952733.65
10115,Kristi Warner,43,Female,USA,7,Action,7.91,7.89,Graduate,8,33,16593,4988,23,803421.39
10116,Cynthia Murphy,50,Female,USA,12,Comedy,10.07,7.96,University,9,28,16640,5704,33,995078.61
10117,Misty Hughes DVM,23,Female,USA,5,Action,12.76,11.82,College,9,32,17166,5405,27,949384.8
10118,David Chavez,32,Male,USA,13,Sci-Fi,7.41,9.93,High School,10,39,17964,5181,20,666453.63
10119,Jody Wheeler,38,Male,USA,17,Horror,6.52,6.38,High School,8,46,14814,4953,32,590598.03
10120,Laura Bender,20,Female,Canada,2,Musical,7.55,7.89,University,5,37,17102,4768,26,444572.48
10121,Ashley Castillo,31,Female,Canada,13,Action,9.22,4.0,High School,9,44,18649,5069,24,1246815.32
10122,Sarah Flores,45,Female,USA,9,Drama,8.02,17.22,Graduate,10,28,15852,4923,30,633870.54
10123,Melvin Casey,33,Female,USA,12,Musical,10.79,10.75,Graduate,7,34,15782,4993,24,576895.59
10124,Shannon Barnes DVM,58,Male,Canada,17,Sci-Fi,6.31,6.7,Graduate,8,40,16374,5253,27,772285.05
10125,Mr. William Bruce,28,Male,USA,10,Action,5.32,12.24,University,8,40,15580,4944,20,652311.98
10126,Colin Ibarra,23,Female,USA,5,Comedy,7.64,9.99,High School,10,34,17724,5493,31,859465.43
10127,Erika Jones,20,Female,USA,2,Comedy,6.92,4.87,High School,4,36,16656,4905,19,283035.87
10128,Keith Wade,23,Female,USA,5,Drama,7.19,7.53,College,8,37,18260,4925,23,448870.71
10129,Christina Robinson,60,Male,USA,17,Comedy,6.76,13.22,High School,13,46,20627,5357,26,1888027.82
10130,Michelle Cardenas,34,Male,USA,16,Drama,5.48,11.12,High School,9,46,16900,4861,27,765111.12
10131,Shawn Adkins,30,Female,Canada,12,Drama,10.88,2.85,University,5,45,16058,5018,23,633360.06
10132,Brooke Campbell,56,Male,USA,15,Sci-Fi,7.58,13.38,Graduate,9,46,17508,5066,26,770191.66
10133,Katherine Kennedy,31,Male,USA,13,Comedy,5.31,11.5,University,8,34,14431,5004,16,525919.27
10134,David Garcia,29,Female,Canada,11,Comedy,6.75,5.67,High School,9,40,18528,5074,22,656574.73
10135,Sean Miller,25,Male,USA,7,Musical,9.75,8.77,College,6,29,14580,4823,26,395505.34
10136,Paul Pittman,41,Male,USA,15,Sci-Fi,9.24,8.18,High School,7,37,16470,5161,26,837079.44
10137,Eric Norman,49,Male,USA,20,Sci-Fi,8.47,12.12,College,11,30,15410,5187,23,743473.74
10138,Lindsay Scott,30,Female,USA,11,Drama,11.41,6.75,College,10,39,16060,5226,29,1143039.71
10139,Vanessa Hampton,42,Male,USA,17,Horror,7.48,4.77,College,8,50,16362,5029,21,831052.35
10140,Melissa Hudson,40,Male,Canada,15,Drama,5.76,5.62,High School,7,36,19137,5363,22,699376.24
10141,Mitchell Turner,47,Male,USA,13,Comedy,10.18,6.26,High School,8,41,15221,4852,24,687769.55
10142,Kathryn Butler,38,Male,USA,13,Sci-Fi,6.21,8.81,University,7,35,14487,4928,20,548457.34
10143,Kristen Barton,32,Female,USA,14,Comedy,6.41,8.79,High School,11,41,17877,5071,24,996297.13
10144,Courtney Aguirre,20,Female,USA,2,Drama,10.56,8.56,College,4,45,19172,5238,22,387897.07
10145,Gary Fox,61,Male,USA,14,Sci-Fi,6.59,5.49,High School,7,21,14012,4832,29,450441.38
10146,David Davis,40,Male,USA,12,Musical,9.67,13.37,Graduate,8,40,17976,5533,32,543537.18
10147,Shane Cruz,35,Male,USA,17,Action,8.69,2.84,College,5,34,13429,4887,21,620378.64
10148,Lindsay Booker,28,Female,USA,10,Musical,10.61,13.52,College,10,44,17570,4898,23,919924.43
10149,Matthew Rodriguez,32,Female,Canada,14,Musical,14.23,8.35,University,10,43,16961,5122,24,1140971.76
10150,Carol Bird,33,Male,USA,15,Sci-Fi,9.28,12.39,University,10,20,15135,5050,24,926528.31
10151,Keith Miller,38,Male,USA,20,Drama,5.57,5.77,High School,8,32,14451,5188,28,706270.1
10152,Brian Lopez,39,Female,USA,15,Horror,5.71,8.36,High School,8,34,15467,5665,29,486605.1
10153,Joshua Hart,62,Female,USA,14,Drama,7.86,5.4,High School,9,34,16875,5283,28,786246.98
10154,Mary Sutton,44,Female,USA,19,Drama,10.34,10.11,College,11,34,16195,4943,23,1302067.79
10155,Matthew Shields,42,Male,USA,20,Drama,9.05,8.64,University,8,37,16882,5531,30,855824.36
10156,Jonathan Palmer,43,Female,USA,17,Action,6.35,7.27,College,8,31,16900,5103,31,958114.03
10157,Lauren Johnson,40,Male,Canada,13,Drama,10.28,6.78,Graduate,7,42,19696,5529,29,981490.44
10158,Ricardo Morales,34,Male,USA,16,Sci-Fi,6.3,6.45,University,8,44,16292,4930,27,879886.88
10159,Rachel Moore,36,Female,USA,14,Musical,8.66,10.14,Graduate,8,39,14621,4733,23,668160.29
10160,Phillip Rice,29,Female,USA,11,Drama,9.43,6.27,College,6,44,16224,5040,29,539476.5
10161,Jacob Smith,25,Male,USA,7,Comedy,7.34,5.98,High School,6,34,17094,5119,29,336927.95
10162,Amy Jackson,18,Female,USA,0,Comedy,9.72,7.19,High School,6,33,13165,4988,26,317806.89
10163,David Downs,23,Male,USA,5,Drama,6.53,8.72,High School,3,43,18983,5206,25,314787.3
10164,Morgan Lopez,29,Male,USA,11,Drama,4.67,4.91,College,7,31,15802,5324,28,580762.79
10165,Lindsey West,36,Female,USA,15,Comedy,8.85,13.51,High School,13,25,14540,4477,18,867333.34
10166,Jesse Sanders,28,Female,Canada,10,Comedy,10.01,15.01,College,10,31,16874,5100,24,832418.52
10167,Megan Wilson,25,Female,Canada,7,Action,5.32,4.66,Graduate,5,48,17038,5205,26,498028.17
10168,William Ray,25,Male,USA,7,Sci-Fi,6.25,4.57,Graduate,5,43,16243,5437,28,375298.68
10169,Jermaine Jacobson,50,Female,USA,12,Comedy,7.92,8.74,College,8,39,16686,5181,25,862671.61
10170,Mercedes Duncan,39,Female,USA,13,Drama,9.62,4.96,Graduate,7,24,12913,4945,22,563626.58
10171,Ebony Becker,24,Female,USA,6,Comedy,9.12,4.62,University,8,30,15990,5116,22,696502.8
10172,Edward Harris,49,Female,Canada,13,Comedy,8.64,9.65,High School,10,50,15526,4699,25,945549.17
10173,John Bonilla,39,Female,USA,12,Action,9.08,16.43,Graduate,12,34,16154,5099,32,1056711.39
10174,Brooke Craig,42,Male,Canada,16,Drama,8.81,12.74,College,10,50,17523,4858,20,795515.01
10175,Stephanie Hood,48,Female,USA,14,Comedy,6.97,4.77,University,7,34,14787,5174,20,534391.66
10176,Jonathan Hopkins,29,Male,USA,11,Drama,6.49,2.41,High School,2,25,13002,4697,22,278024.19
10177,Crystal Chandler,41,Male,USA,13,Sci-Fi,7.24,1.68,College,6,35,15838,4897,20,614400.75
10178,Gabrielle Terrell,26,Male,USA,8,Horror,4.82,5.94,Graduate,4,31,18310,5238,28,238501.82
10179,Stacy Miranda,49,Female,USA,12,Drama,11.79,6.27,College,7,41,15325,4560,20,704866.07
10180,Elizabeth Barnes,38,Male,USA,17,Sci-Fi,4.07,8.17,High School,8,32,16364,5010,19,346599.52
10181,April Glover,47,Female,USA,9,Comedy,9.26,3.83,University,6,32,16061,5472,34,590065.26
10182,Matthew Casey,43,Male,USA,18,Sci-Fi,8.0,16.84,Graduate,12,40,17865,5350,19,1220139.31
10183,Karen Wade,35,Female,USA,11,Action,6.23,9.22,University,7,30,15752,5311,31,638256.5
10184,Frank Duran,27,Female,USA,9,Comedy,6.65,9.95,Graduate,9,58,19579,5530,30,645719.88
10185,Micheal Ross,21,Female,USA,3,Comedy,8.86,9.54,University,6,61,18650,5098,16,411648.02
10186,Tonya Gonzalez,23,Female,USA,5,Comedy,7.7,11.03,College,7,40,18248,5408,28,448875.98
10187,Bobby Jones,52,Male,USA,12,Action,9.69,7.0,College,6,31,16064,5811,28,766710.96
10188,Dana Williams,26,Female,USA,8,Drama,6.72,12.21,University,8,41,16183,4963,26,644383.15
10189,Jason Davis,58,Female,USA,15,Drama,7.99,11.54,College,9,32,15452,5334,18,582687.19
10190,Olivia Morgan,48,Female,USA,15,Comedy,6.69,18.14,Graduate,12,39,17286,4723,27,670625.2
10191,Matthew Peters,25,Female,USA,7,Comedy,8.12,5.04,College,7,35,14730,4621,21,527117.64
10192,Sally Harrell,24,Female,USA,6,Action,4.89,4.14,Graduate,5,27,13168,4568,24,330893.35
10193,Lawrence Christian,49,Female,Canada,13,Comedy,8.51,10.49,University,8,47,19346,5422,28,724952.67
10194,Andrew Carter,44,Female,USA,11,Comedy,8.6,6.9,College,9,47,17308,5184,25,1144863.46
10195,Erica Garcia,49,Male,Canada,15,Comedy,7.58,7.17,University,7,34,14707,4650,24,699014.49
10196,Kevin Lawson,57,Female,USA,22,Drama,6.81,8.49,High School,15,35,17177,5511,29,1713925.1
10197,Taylor Evans,37,Female,USA,15,Comedy,4.88,21.57,Graduate,13,37,17028,5191,23,959639.13
10198,Joseph Smith,19,Female,USA,1,Drama,6.26,5.46,Graduate,5,42,15653,4806,22,601017.9
10199,Clinton Henderson,40,Female,USA,13,Action,8.54,4.98,College,6,31,14562,4705,24,532017.34
10200,Kathy Massey,33,Female,USA,12,Action,7.79,8.28,Graduate,9,41,14956,5002,19,952757.33
10201,Zachary Dominguez,59,Male,USA,12,Comedy,7.76,4.73,College,6,32,13835,4677,19,607116.75
10202,Paul Bray,44,Female,USA,18,Comedy,6.29,10.47,Graduate,12,25,15007,4947,19,831626.95
10203,Jamie Freeman,41,Female,Canada,20,Drama,7.18,4.48,University,10,40,15623,5121,22,1472349.69
10204,Karl Davis,33,Female,USA,15,Drama,10.57,4.92,High School,9,36,16607,5582,21,1247877.85
10205,George Spencer,36,Male,USA,13,Drama,6.83,10.27,Graduate,7,28,16744,4807,22,845266.16
10206,Jose Reyes,64,Male,USA,11,Comedy,7.83,6.27,Graduate,7,39,15436,4758,19,757571.82
10207,Bethany Morgan,25,Female,USA,7,Drama,10.06,8.22,Graduate,7,37,14267,4271,27,473066.29
10208,Isabel Chen,50,Male,USA,18,Action,6.44,7.66,High School,11,37,16336,5178,23,1162997.98
10209,Claudia Leach,51,Male,USA,12,Action,8.59,8.17,University,7,37,13549,4640,24,580920.85
10210,Danielle Zhang,21,Female,USA,3,Drama,9.37,9.95,University,7,35,17135,5431,26,565798.48
10211,Chase Myers,61,Male,USA,17,Drama,8.31,11.84,University,12,35,15971,5451,29,751336.59
10212,Amy Cunningham,22,Female,USA,4,Drama,8.55,10.42,Graduate,7,38,16637,5161,29,590235.94
10213,Natasha Perez,41,Male,USA,16,Drama,5.98,4.73,High School,9,41,19411,5300,23,1181345.6
10214,Tony Hoffman,48,Male,USA,11,Drama,6.3,8.86,High School,7,31,16106,4933,29,754937.04
10215,Terry Curtis,30,Male,USA,12,Horror,7.34,15.09,Graduate,8,45,17949,5261,29,685559.71
10216,Matthew Miller,24,Female,USA,6,Drama,8.5,5.49,Graduate,7,41,16481,4623,24,480316.23
10217,Jason Bowers,26,Male,Canada,8,Comedy,7.95,7.93,College,5,41,15676,4984,31,342363.01
10218,Kurt Jones,35,Male,USA,12,Drama,8.36,12.26,University,9,31,13812,4999,24,562782.72
10219,Patricia Ferrell,18,Female,USA,0,Comedy,9.8,5.59,College,7,36,17593,5115,27,601680.71
10220,Andrew Santiago,39,Female,USA,14,Drama,6.9,6.85,College,8,30,14899,4756,24,635859.75
10221,Amanda Pena,26,Male,USA,8,Sci-Fi,6.83,16.48,Graduate,8,32,16718,5034,24,490001.41
10222,Michelle Gordon,34,Male,USA,16,Action,6.92,9.92,High School,9,36,15042,5172,21,640097.38
10223,Donna Strickland,36,Male,USA,16,Drama,8.52,10.38,Graduate,10,40,18969,5234,28,1057129.87
10224,Dean Hayden,41,Female,Canada,18,Comedy,7.59,4.18,High School,9,41,16091,5115,25,921781.49
10225,Stacey Williams,18,Male,USA,0,Comedy,4.47,5.37,College,4,44,18389,5052,22,419281.21
10226,John Gray,26,Female,USA,8,Action,12.19,2.56,Graduate,6,34,16628,5117,24,662050.39
10227,Kyle Stein,42,Female,Canada,14,Drama,7.78,6.03,Graduate,7,41,17780,4969,18,640133.31
10228,Robert Velasquez,21,Female,Canada,3,Action,10.93,9.94,College,8,35,16561,5048,20,744476.11
10229,Tammy Ross,53,Male,USA,11,Action,6.84,14.38,Graduate,7,34,15409,4838,26,583232.58
10230,Marilyn Sanchez,32,Male,USA,14,Sci-Fi,4.95,4.03,High School,4,43,16860,5540,24,364343.91
10231,Terri Wallace,18,Female,Canada,0,Drama,11.02,11.28,College,8,37,16988,5428,25,644177.54
10232,Stacy Warren,34,Male,USA,16,Drama,6.07,8.51,Graduate,9,41,17562,5407,24,861480.86
10233,Michael Hess,24,Female,Canada,6,Drama,8.0,2.87,High School,7,52,17719,5299,24,772616.51
10234,Joshua Holmes,29,Female,USA,11,Drama,7.59,14.89,University,9,40,16762,5266,18,472303.27
10235,Karen Wu,46,Female,USA,18,Drama,8.72,5.83,College,7,34,14769,4844,22,642089.95
10236,Nichole Owens,39,Female,USA,19,Comedy,6.06,12.31,Graduate,12,38,17616,5321,23,1251037.73
10237,Travis Lee,49,Male,USA,15,Action,8.21,17.89,University,13,44,17505,5143,27,1422115.43
10238,Joyce Miller,29,Female,USA,11,Action,10.51,6.55,Graduate,7,37,17683,5321,36,916382.52
10239,Jennifer Warner,27,Male,USA,9,Horror,4.75,9.95,High School,10,39,18442,5479,26,622129.87
10240,Leslie Gonzalez,31,Male,USA,13,Musical,9.03,13.7,College,11,41,15326,4900,24,671101.85
10241,Felicia Jones,29,Male,USA,11,Action,5.06,3.81,High School,6,45,16499,5199,26,627397.95
10242,Ronald Owens,54,Female,USA,19,Action,5.03,1.2,High School,7,38,16472,4689,21,917977.45
10243,Dr. Debra Sims,47,Male,USA,16,Action,7.49,3.34,High School,6,26,13255,4549,22,591601.46
10244,Jacob Davis,32,Female,USA,14,Musical,8.83,8.23,Graduate,9,39,16554,5270,21,681085.55
10245,Michelle Henry,43,Male,USA,22,Drama,9.05,10.02,College,10,28,16496,5168,22,1345912.21
10246,Heather Ward,20,Male,USA,2,Action,7.15,4.61,Graduate,4,42,15460,4746,21,248657.74
10247,Mary Simon,41,Female,USA,17,Action,6.91,10.64,University,10,32,16381,5338,26,1127652.94
10248,William Ball,20,Female,USA,2,Comedy,10.28,14.52,Graduate,7,45,17496,5121,26,472215.04
10249,Lorraine Ball,37,Female,USA,13,Drama,9.0,10.56,Graduate,11,30,15591,4904,17,895319.79
10250,Scott Martinez,35,Male,USA,11,Drama,8.28,15.56,University,10,26,15253,4824,22,635462.7
10251,Jessica Cooke,44,Male,USA,19,Drama,8.94,7.53,High School,9,36,14065,5053,26,771944.13
10252,Courtney Miller,44,Female,USA,16,Horror,7.73,9.92,High School,8,32,16699,4782,25,718696.23
10253,Jesse James,36,Male,Canada,12,Action,4.91,7.67,Graduate,6,51,17212,5321,33,576034.99
10254,Tina Johnson,22,Female,Canada,4,Action,6.66,8.69,High School,6,36,16703,4828,23,426672.2
10255,Leah Brennan,39,Male,Canada,17,Drama,3.49,11.51,Graduate,11,44,16952,5000,26,1057927.6
10256,Jessica Calderon,42,Male,USA,20,Drama,8.33,5.46,College,7,43,14604,4920,21,512819.45
10257,Jessica Smith,35,Female,USA,13,Drama,10.14,7.69,High School,11,42,17494,5817,32,1362519.35
10258,Brian Lowe,36,Female,USA,14,Drama,10.83,4.57,Graduate,5,39,18846,5637,31,933274.68
10259,Eugene Long,31,Female,USA,11,Action,7.4,12.11,Graduate,9,32,15568,5028,24,859807.58
10260,Allen Simon,59,Female,USA,21,Drama,7.59,5.6,Graduate,9,46,16599,5003,30,1432403.66
10261,Bonnie Mitchell,54,Male,USA,11,Horror,8.55,1.94,High School,6,39,14695,4983,24,588818.23
10262,Mary Mason,42,Female,USA,11,Horror,8.18,6.67,Graduate,8,47,17829,4982,24,908923.72
10263,Kaitlyn Jones,29,Female,USA,11,Comedy,10.11,15.16,Graduate,11,32,15272,4688,21,928377.86
10264,Mark Bartlett,30,Female,USA,12,Drama,9.33,3.79,College,3,54,18940,5278,31,480717.78
10265,Mathew Richards,27,Female,USA,9,Action,6.27,5.86,High School,6,32,15445,5367,30,595764.61
10266,Lawrence Thompson,46,Male,USA,12,Action,4.02,7.02,College,7,48,18298,5317,23,737214.04
10267,Andrew Smith,36,Male,USA,9,Action,4.7,5.37,College,5,38,13422,4354,20,360835.99
10268,Martha Davis,29,Female,USA,11,Comedy,12.5,15.67,College,14,38,16835,4957,18,1669199.48
10269,Marie Higgins,29,Female,USA,11,Comedy,8.09,7.53,High School,10,59,20561,5512,27,1051428.52
10270,Bailey Clark,19,Female,USA,1,Comedy,9.46,6.8,High School,7,31,15154,4983,30,355529.81
10271,Natalie Taylor,54,Female,USA,13,Sci-Fi,8.7,12.72,College,13,37,17024,5279,30,890056.36
10272,Jonathan Sandoval,52,Female,USA,19,Action,6.33,16.08,Graduate,16,38,18576,5494,30,2282967.92
10273,Michael Thomas,40,Male,USA,16,Sci-Fi,6.88,4.48,High School,7,31,15827,5407,27,562261.8
10274,Vanessa Cruz,44,Female,Canada,15,Comedy,9.01,6.82,College,8,46,19633,5120,25,1087693.74
10275,Frederick Wilcox,37,Male,USA,16,Sci-Fi,8.31,6.17,High School,9,45,18280,5186,24,1066897.32
10276,Nathan Johnson,21,Male,USA,3,Sci-Fi,6.6,5.89,High School,4,40,17477,5356,23,318524.92
10277,Mary Diaz,36,Female,USA,18,Comedy,6.54,8.94,Graduate,7,52,19344,5236,23,880187.2
10278,Lorraine Fernandez,38,Male,Canada,10,Action,6.06,6.49,College,6,26,15886,5348,30,385954.49
10279,Kevin Francis,62,Male,USA,16,Musical,6.83,3.47,High School,5,38,17079,5060,19,512323.63
10280,Laura Hicks,32,Female,USA,9,Drama,9.93,7.65,College,7,37,16451,5374,28,712863.31
10281,Kenneth Hays,48,Female,USA,8,Action,6.17,12.84,High School,9,36,16716,5058,22,791519.3
10282,Michelle Gordon,34,Male,USA,16,Action,6.92,9.92,High School,9,36,15042,5172,21,640097.38
10283,Amanda Lloyd MD,45,Male,USA,15,Action,6.11,16.49,University,9,30,14061,4641,19,571470.96
10284,Matthew Shields,42,Male,USA,20,Drama,9.05,8.64,University,8,37,16882,5531,30,855824.36
10285,Patricia Dennis,30,Male,USA,12,Action,7.02,8.26,College,10,44,17518,5468,33,1048291.25
10286,Ronald Strickland,34,Female,USA,16,Comedy,8.23,7.71,Graduate,7,42,16353,4700,26,485069.3
10287,Perry Clark,23,Male,USA,5,Horror,7.17,7.16,College,5,41,19035,5642,29,354424.53
10288,Christopher Mitchell,31,Female,USA,13,Drama,12.11,3.04,College,6,50,18028,5226,28,788611.83
10289,Jack Campbell,49,Female,Canada,12,Action,5.71,6.49,High School,7,37,14283,4523,22,568333.03
10290,Mr. Roy Cuevas,53,Male,USA,14,Sci-Fi,6.9,2.78,University,6,39,14871,5174,19,627734.86
10291,Jessica Cooke,44,Male,USA,19,Drama,8.94,7.53,High School,9,36,14065,5053,26,771944.13
10292,Thomas Richardson,47,Female,USA,14,Drama,7.35,4.09,College,7,41,17187,5260,20,743944.99
10293,Steven Hill,38,Female,Canada,14,Drama,9.42,12.86,Graduate,9,43,17547,5318,27,828489.15
10294,Michael Lopez,40,Male,USA,14,Action,6.47,4.34,University,4,50,17683,4808,30,473009.33
10295,Eric Atkins,46,Male,USA,17,Sci-Fi,7.11,8.84,Graduate,7,45,16062,4657,18,545240.33
10296,Stacey Stevens,23,Female,USA,5,Drama,8.41,0.86,High School,5,34,14646,4802,23,360375.74
10297,John Campbell,27,Female,USA,9,Comedy,8.06,14.81,University,10,32,15001,4818,19,643656.4
10298,Amy Evans,43,Female,USA,22,Drama,10.56,6.6,College,7,37,16476,4923,23,840055.11
10299,Malik Bell,41,Male,USA,13,Action,7.9,8.23,College,8,48,17903,5531,29,820519.29
10300,John Jackson,29,Male,USA,11,Horror,7.24,7.1,College,8,33,14819,5210,24,477846.95
10301,Travis Peterson,19,Female,USA,1,Comedy,6.68,3.63,College,3,37,14395,4924,26,203572.9
10302,Keith George,28,Male,USA,10,Drama,6.6,9.05,University,8,32,20026,5135,25,1067286.46
10303,Michael Young,23,Female,Canada,5,Musical,9.45,12.66,College,9,40,17991,5065,29,662036.62
10304,Andrew Moreno,25,Female,USA,7,Drama,8.7,17.39,Graduate,10,44,18599,5789,32,809958.99
10305,Alison Brown,29,Male,USA,11,Action,5.55,6.88,Graduate,7,37,16028,5134,20,565530.1
10306,Melissa Lopez,22,Female,USA,4,Comedy,10.64,3.95,High School,4,34,14847,5174,24,373829.98
10307,Felicia Morgan,27,Female,USA,9,Comedy,11.35,16.54,Graduate,11,22,13446,4625,25,921311.93
10308,Timothy Davis,41,Male,USA,12,Action,5.03,12.12,High School,8,45,17907,5419,24,596244.36
10309,John Thompson,41,Male,USA,14,Sci-Fi,6.15,7.94,Graduate,9,48,18684,5367,20,796709.61
10310,Mackenzie Giles,43,Male,USA,17,Action,6.28,12.07,Graduate,10,33,16233,5159,24,771796.84
10311,Misty Washington,38,Female,USA,17,Drama,7.83,6.52,College,9,28,17189,5404,22,1303441.5
10312,Joseph Bean,45,Female,USA,20,Comedy,8.02,6.0,College,9,44,20586,5663,25,1000265.68
10313,Laurie Hoover,37,Male,USA,9,Drama,9.92,16.48,University,9,40,20306,5675,23,1211775.57
10314,Chelsea White,26,Male,USA,8,Action,5.14,3.11,University,6,40,18855,5479,25,546263.59
10315,Michael Moreno,48,Male,USA,21,Drama,10.1,9.65,Graduate,11,45,15203,4568,22,1638268.19
10316,Cindy Summers,28,Male,USA,10,Horror,5.33,4.9,High School,6,44,19440,4852,26,618204.26
