Name;Age;Gender;Nationality;Years Active;Genre Specialization;Beauty;Skill Level;Education Level;Award Wins;Media Mentions;Social Media Followers;Social Media Likes;Network Size;Income
Ariana Ruiz;26;Male;USA;8;Sci-Fi;8.42;4.29;College;5;38;16257;4828;25;406958.31
Angela Hall;27;Female;USA;9;Drama;8.47;16.98;Graduate;9;39;16989;5496;21;460177
Wendy Snyder;28;Female;USA;10;Comedy;6.04;5.61;High School;6;48;17760;5206;24;525150.75
Michael Ellis;29;Female;USA;11;Action;9.79;4.79;University;8;32;17465;5359;27;955080.42
Jennifer Wiggins;59;Male;USA;19;Action;6.6;1.08;Graduate;6;42;15264;5167;32;667621.97
Matthew Dickerson;40;Female;USA;20;Action;9.68;16.4;Graduate;14;45;16980;4913;26;1707161.98
Theresa Garcia;34;Female;USA;16;Drama;9.72;11.6;College;13;33;17506;4838;22;1628824.1
Amber Hubbard;34;Female;USA;13;Drama;7.22;4.95;University;8;45;16395;4595;19;866649.25
Valerie Ball;41;Female;USA;15;Drama;9.22;6.86;College;7;39;16293;5216;19;796674.61
Andrea Richardson;24;Female;USA;6;Drama;6.65;7.6;University;9;36;18604;5098;26;801747.12
Marcus Wang;32;Female;USA;14;Drama;10.6;5;University;7;49;17488;5328;27;988447.87
Kristina Carson;35;Male;USA;14;Drama;4.66;3.29;University;6;46;18684;5707;22;793955.39
Meghan Gross;18;Female;USA;0;Comedy;7.1;8.46;College;5;45;16034;5206;20;368299.14
Charles Scott;31;Female;Canada;13;Drama;7.78;4.84;High School;8;52;18493;5312;24;785468.91
Kevin Meza;26;Male;USA;8;Sci-Fi;6.92;6.41;High School;5;32;15903;4690;20;332281.33
Jordan Anderson;48;Female;USA;13;Comedy;11.21;7.63;High School;11;36;14425;5603;21;1086004.7
John Bonilla;39;Female;USA;12;Action;9.08;16.43;Graduate;12;34;16154;5099;32;1056711.39
Courtney Harding;41;Female;USA;20;Action;9.56;17.52;Graduate;13;43;17475;5428;31;1626278.51
Jessica Andrews;25;Female;USA;7;Drama;7.14;10.1;University;8;40;16813;5304;27;862126
Thomas Bautista;42;Female;USA;17;Musical;8.09;9.99;Graduate;8;38;14854;4575;23;722952.92
Dr. Douglas Thomas;48;Male;USA;12;Drama;12;11.48;Graduate;9;35;14264;4939;25;683885.86
Susan Schultz;36;Male;USA;16;Horror;6.09;9.7;Graduate;8;50;18091;5079;22;538966.82
Steven Rivera;25;Female;USA;7;Drama;11.13;8.06;College;8;45;17154;5461;20;593243.25
David Jones;28;Female;USA;10;Musical;9.74;6.08;University;7;53;17048;4974;21;617251.05
Rebecca Williams;49;Male;USA;18;Action;7.37;8.28;Graduate;8;45;16041;5178;26;827520.25
Angela Mccarty;35;Female;USA;15;Musical;9.76;23.72;University;15;33;16031;4701;22;1245896.66
Kristine Golden;36;Male;USA;16;Action;7.05;6.92;High School;8;52;20092;5642;20;639115.46
Scott Hurley Jr.;29;Female;USA;11;Action;10.93;14.45;Graduate;12;28;17440;5362;28;1370552.85
Mark Smith;44;Female;Canada;20;Drama;6.01;9.68;Graduate;10;38;17283;5102;25;753522.17
Alexander Olson;20;Female;USA;2;Action;10.86;11.81;University;9;26;15878;5174;33;661255.73
Tracey May;30;Male;USA;12;Action;7.01;9.4;College;8;21;14902;4801;23;549296.02
Christina Morrison;37;Female;USA;14;Action;8.98;4.5;High School;8;33;14839;4756;27;800408.58
Whitney Davis;51;Female;USA;18;Comedy;7.76;12.16;High School;10;33;17156;4932;28;825667.41
Dr. John Lee;41;Female;USA;12;Drama;8.13;10.97;Graduate;12;44;16163;4971;28;961795.07
Dana Hicks;26;Female;USA;8;Drama;9.98;10.5;High School;9;51;17820;4971;21;702814.19
Debra Parker;43;Male;USA;15;Horror;7.48;5.86;Graduate;7;34;16567;5165;29;583599.8
David Cantrell;53;Male;Canada;19;Sci-Fi;6.83;7.13;High School;9;36;14294;4730;21;853612.99
Kevin Young;34;Male;USA;14;Action;3.73;7.62;High School;8;26;15973;4836;27;463424.6
Jennifer Mahoney;29;Male;USA;10;Comedy;5.55;8.07;High School;8;29;16079;4907;22;634890.61
Christopher Pollard;40;Male;USA;22;Action;6.48;0.64;University;5;29;14327;4865;25;771960.74
Adam Floyd;34;Male;USA;16;Sci-Fi;6.79;4.47;College;6;41;15919;4965;19;565608.49
Carol Scott;51;Male;Canada;22;Horror;6.97;11.22;College;14;42;19592;5092;25;1432579.7
Sandra Jones;55;Male;USA;14;Drama;6.67;6.46;University;8;46;18177;5898;29;790019.39
Rebecca Wilson;38;Female;Canada;15;Drama;10.61;4.93;High School;8;33;18255;5225;19;1137852.33
David Mills;45;Male;USA;14;Sci-Fi;9.24;3.06;University;6;30;15112;4893;17;670261.63
Brenda Meadows;40;Male;USA;12;Action;6.81;8.93;University;8;51;20606;5358;25;986266.16
Edward Oconnell;29;Male;Canada;11;Action;6.89;8.63;High School;9;28;14600;5056;26;662580.14
Debra Brown;39;Female;USA;15;Comedy;6.24;13.85;University;12;33;18114;5388;24;905290.97
Mary Klein;42;Male;USA;21;Horror;6.25;4.16;College;8;43;18346;5605;28;1150764.52
Amanda Obrien;36;Male;USA;14;Drama;6.21;14.89;College;10;37;15245;5109;28;472756.46
Amy Jackson;41;Female;USA;15;Drama;9.02;12.46;Graduate;12;33;15392;4983;33;1031649.17
Bonnie Johnson;51;Male;Canada;17;Sci-Fi;8.81;6.39;High School;10;31;16291;5135;23;1318651.02
Sarah Wilson;34;Male;USA;13;Comedy;8.1;11.11;University;9;43;14457;4973;26;898161.96
Justin Robertson;21;Female;Canada;3;Musical;10.61;8.99;Graduate;8;52;16831;4810;27;535202
Lucas Myers;26;Male;USA;8;Horror;7.28;15.76;University;10;37;15071;5068;20;603208.22
Aaron Mack;25;Female;USA;7;Action;7.16;6.74;University;6;33;14648;4450;14;418113.62
Wesley Kane;52;Male;Canada;17;Sci-Fi;7.14;5.28;College;8;31;13705;4638;22;768361.99
Gregory Rivers;21;Female;USA;3;Comedy;9.39;11.73;College;10;29;16468;5256;25;585630.54
Amy Oliver;42;Male;USA;12;Sci-Fi;6.31;7.96;College;8;43;17175;5016;26;544934.54
Gina Mitchell;38;Male;USA;13;Sci-Fi;7.42;5.56;Graduate;6;46;18474;5656;31;696122.77
Mrs. Samantha Turner;50;Female;USA;11;Comedy;9.98;11.2;University;7;26;15060;4726;21;535417.77
Juan Williamson;49;Male;USA;19;Musical;9;4.3;University;8;31;15049;4878;21;926438.72
David Young;51;Male;USA;9;Action;3.98;7.24;Graduate;6;41;15304;4606;21;283707.36
Mr. Jimmy Ross DDS;41;Male;USA;14;Horror;7.07;7.17;College;8;31;15751;5525;33;626631.62
Kayla Davies;41;Female;USA;15;Drama;8.88;15.17;College;15;49;17644;5084;28;1258088.45
Jonathan Moore DDS;37;Female;Canada;16;Sci-Fi;8.35;9.69;High School;12;30;13408;5043;28;1202272.89
Luke Singh;35;Female;USA;14;Action;9.91;10.58;Graduate;9;34;16236;5279;26;1185187.4
Gregory Johnson;56;Male;USA;11;Comedy;6.27;9.93;University;6;34;14266;5038;18;422246.44
Mark Chapman;20;Female;USA;2;Drama;7.89;3.03;University;4;31;17027;4802;25;367422.67
Brittany Ross;34;Female;USA;8;Comedy;7.8;4.87;High School;7;40;16843;5356;20;521370.45
William Spears;31;Female;USA;13;Drama;9.12;10.33;Graduate;9;31;14532;4644;20;721626.03
Dennis Campbell;22;Male;USA;4;Drama;6.06;7.23;University;7;36;17533;5332;24;627310.5
Joshua Curry;34;Female;USA;13;Action;5.8;5.99;Graduate;6;36;15582;5526;31;712249.94
Charles Lynch;50;Female;USA;16;Drama;7.98;11.13;University;9;35;16721;4921;22;650397.32
Kathryn Reynolds;19;Female;USA;1;Comedy;9.35;6.56;University;7;28;14244;4753;19;454446.71
Rebecca Cruz;36;Female;Canada;18;Drama;6.96;10.26;University;11;44;16090;4979;23;1027976.26
Richard Jackson;37;Male;Canada;16;Action;6.14;14.12;College;10;51;16617;4713;22;734311.64
Teresa Smith;30;Male;USA;12;Action;6.79;10.91;University;9;25;16235;5408;24;846483.67
Michael Mason;33;Female;USA;12;Comedy;6.59;8.42;Graduate;11;38;18588;5835;27;884044.76
Jessica Miller;48;Male;Canada;17;Horror;6.16;13.04;University;14;28;15982;5047;25;1179104.36
Justin White;34;Female;USA;16;Action;6.35;8.91;College;11;38;16669;5190;21;1153852.32
Daniel Clark;42;Female;USA;20;Comedy;7.55;9.88;Graduate;11;21;11609;4792;19;707374.85
Dr. Heidi Bryan;44;Male;USA;12;Action;5.82;11.76;University;10;33;15325;4976;18;966368.44
Holly Green;46;Female;USA;17;Action;6.91;11.81;High School;14;49;18627;5212;34;1856581.49
Vanessa Novak;23;Female;USA;5;Comedy;9.7;6.45;High School;8;38;16909;4806;19;602804.66
Larry Weaver;42;Male;Canada;12;Comedy;5.01;8.88;High School;9;41;16926;5098;21;789704.43
Heather Case;36;Female;Canada;10;Action;7.31;11.14;High School;13;32;15981;5237;27;1043985.06
Amber Stevens;36;Male;USA;18;Sci-Fi;6.03;11.17;College;11;45;17167;5035;25;1094437.62
Robert Stephens;36;Female;Canada;13;Action;10.52;2.08;College;6;31;14997;4877;22;720587.99
Amber Perry;21;Male;USA;3;Action;3.96;3.86;High School;3;39;18577;5410;32;330269.09
Peter Osborne DVM;43;Male;USA;16;Comedy;6.95;7.16;College;7;47;17978;5477;24;773870.56
Robin Griffith;47;Male;USA;9;Sci-Fi;5.52;2.28;High School;4;34;15991;5367;24;316964.62
Mrs. Jennifer Russell;37;Male;USA;11;Action;5.94;10.05;Graduate;10;37;16600;5389;26;800882.68
Alicia Thompson;38;Female;USA;14;Musical;9.92;12.34;College;10;36;14352;4796;26;818546.36
Christopher Wilson;48;Female;Canada;15;Horror;8.36;12.23;Graduate;9;51;18078;5379;35;910907.38
Mary Tucker;44;Female;Canada;15;Musical;5.73;6.91;University;8;30;14429;4591;23;443722.09
Samuel Barnett;32;Female;USA;12;Comedy;7.78;5.17;College;10;39;15936;4789;26;839438.85
Matthew Bell;42;Female;USA;7;Musical;10.42;8.5;Graduate;6;43;15265;5086;26;480509.43
Heather Mcclain;41;Female;USA;11;Action;8.38;6.67;High School;9;46;18948;5714;28;963758.47
Melissa Hanna;34;Male;USA;13;Action;5.88;13.21;University;8;41;15952;5168;22;684350.26
Dawn Schmidt;47;Male;Canada;18;Musical;9.32;13.72;College;12;33;16400;5235;29;1077018.84
Michael Wells;35;Female;USA;16;Comedy;11.06;14.45;College;14;48;18761;5487;24;2230200.85
Andres Hart;54;Male;USA;24;Action;6.69;10.46;University;10;31;16283;5381;30;1126262.67
Craig Little;38;Male;USA;13;Drama;9.4;7.39;University;8;38;15278;4666;27;681879.1
William Malone;30;Female;USA;12;Comedy;10.83;10.48;High School;12;32;16237;5178;27;1106391.01
Cheryl Foster;40;Female;USA;16;Drama;7.99;9.07;College;8;37;14404;4312;24;661189.11
Monica Ramirez;44;Male;USA;12;Action;4.27;11.58;College;9;53;18781;5673;35;707781.08
Jimmy Cole;36;Female;USA;13;Comedy;9.03;11.37;High School;13;28;15847;4633;23;1418428.22
Tamara Barrera;41;Male;USA;19;Action;6.26;0.8;High School;5;42;14973;4843;25;698574.25
Jonathan Tran;31;Female;USA;13;Horror;8.19;6.99;College;9;28;16286;4743;28;590088.92
Scott Curry;34;Female;Canada;11;Comedy;4.56;12.12;College;10;35;15865;4747;21;495384.87
Amanda Lyons;38;Male;USA;20;Sci-Fi;5.81;9.73;College;10;40;17526;5370;25;937955.53
Rachel Mays;34;Female;USA;16;Drama;6.26;4.84;College;8;46;16024;4797;20;871844.8
Sarah Adams;37;Male;USA;13;Action;6.39;7.64;College;7;30;16889;5653;32;630839.21
Kathleen Roberts;35;Female;USA;14;Drama;5.14;9.97;Graduate;10;39;17636;5116;23;1137016.87
Laurie Smith;32;Female;USA;14;Drama;10.14;4.81;University;5;33;14957;5061;22;618390.59
Lauren Hodges;36;Female;USA;14;Action;6.55;14.07;University;11;34;17041;5380;25;819327.71
Robert Rogers;24;Male;USA;6;Sci-Fi;5.41;5.31;Graduate;7;31;13768;4780;21;355995.36
Philip Clark;46;Male;Canada;16;Horror;6.44;8.34;University;8;40;16478;5303;25;607413.51
Todd Alvarado;37;Female;USA;13;Action;10.86;5.59;University;7;28;14707;5019;29;727364.88
Tina Greene;46;Female;USA;19;Drama;10.37;9.99;University;12;49;18483;5177;27;1983878.24
Michelle Reyes;37;Female;Canada;12;Sci-Fi;7.91;2.95;College;7;28;14424;4697;22;504746.59
Ralph Erickson;38;Male;USA;17;Horror;4.94;8.51;University;10;46;16917;5737;30;808338.11
Jose Ayala;44;Female;USA;17;Comedy;9.39;10.5;College;12;42;15583;5090;22;1130751.4
Dawn Barnett;26;Female;Canada;8;Action;8.05;5.5;College;8;39;18103;5623;32;716875.66
Mr. Timothy Kim MD;39;Female;USA;18;Comedy;8.58;6.27;High School;9;36;16784;4626;26;1067360.3
Robyn Austin;21;Male;Canada;3;Sci-Fi;7.19;15.87;Graduate;6;45;14709;4830;32;278020.22
Lawrence Hogan;27;Female;USA;9;Sci-Fi;5.57;19.94;Graduate;11;31;15708;4828;21;517545.36
Joanne Cochran DVM;30;Female;USA;12;Musical;7.05;6.58;College;8;40;15515;5063;24;463325.51
Nancy Mason;37;Male;USA;14;Drama;6.46;6.54;University;7;51;18395;5091;24;744429.73
Jacob Dodson;48;Male;USA;12;Action;4.88;8.63;Graduate;7;33;16042;5297;24;454590.56
Jacqueline Kirk;46;Female;USA;13;Drama;8.76;9.11;High School;9;43;19459;5563;34;714320.35
Lisa Hayes;23;Female;USA;5;Action;9.02;1.85;High School;6;33;17425;4823;25;670488.2
Stephen Walker;27;Male;USA;9;Comedy;6.94;15.06;Graduate;7;56;19552;5635;26;820097.98
Olivia Smith;35;Male;USA;17;Action;5.9;6.51;Graduate;6;28;15675;5279;25;768655.47
Justin Serrano;45;Female;USA;20;Comedy;8.56;5.95;College;9;46;17791;5432;28;1730116.94
Elizabeth Holt;35;Male;Canada;11;Drama;7.1;10.84;College;9;32;16100;5212;22;572266.3
Timothy Allen;50;Female;USA;14;Comedy;6.88;12.71;College;11;43;16872;5393;23;876842.69
Kevin Young;34;Male;USA;14;Action;3.73;7.62;High School;8;26;15973;4836;27;463424.6
Hunter Rodriguez;32;Male;USA;11;Drama;9.07;4.59;University;7;54;15664;5334;30;595000.12
James Anderson;34;Female;USA;12;Comedy;6.51;10.35;Graduate;10;30;14591;5018;19;503910.55
Christina Levy;56;Male;USA;10;Drama;5.69;8.51;University;6;49;19073;5506;19;658163.12
Erika Madden;33;Female;USA;15;Comedy;8;9.52;College;11;35;17989;5538;26;1040313.13
Melissa Crawford;46;Male;USA;22;Comedy;5.18;5.8;University;9;40;16930;4734;21;1131507.34
Lisa Lucas;23;Female;Canada;5;Comedy;8.63;15.04;College;9;43;15683;4965;23;424634.92
Steven Dunlap;59;Female;USA;11;Drama;7.65;5.62;Graduate;8;34;13508;4735;23;571551.61
Tracy White;39;Male;USA;17;Horror;6.75;11.85;Graduate;12;41;16320;5044;30;1131381.17
Brittany Gomez;54;Female;USA;21;Comedy;6.62;7.42;High School;12;39;17704;5148;27;1671484.55
Nicholas Melendez;28;Female;USA;10;Comedy;6.47;11.57;Graduate;9;46;14703;4961;29;707812.26
Sylvia Ray;23;Female;USA;5;Drama;7.05;9.97;Graduate;7;30;14109;4713;32;372350.87
Hayden Shannon;34;Female;Canada;13;Comedy;10.96;15.06;College;12;37;16467;4966;32;1294677.66
Jessica Mckinney;53;Female;USA;16;Drama;8.62;11.79;University;12;54;18274;5518;24;1538368.06
Rachel Eaton;47;Male;Canada;14;Comedy;8.71;9.87;Graduate;7;35;18270;5409;27;751808.62
Kenneth Hudson;44;Male;Canada;16;Sci-Fi;6.85;7.99;College;8;35;17181;5290;21;838307.22
Jason Garcia;19;Male;USA;1;Sci-Fi;8.87;9.55;College;6;30;15978;4987;28;412646.23
Melissa Green;53;Male;USA;12;Action;5.49;6.55;High School;7;45;17466;4792;20;341688.62
Amy Molina;24;Female;USA;6;Comedy;8.64;6.45;Graduate;5;48;17375;5295;34;457027.59
Sandra Beasley;27;Female;Canada;9;Drama;9.16;11.11;University;6;35;16895;4824;28;483158.18
Tiffany Lewis;28;Female;USA;10;Comedy;7;8.79;College;9;40;15142;5061;24;694793.15
Joel Andrews;51;Male;USA;20;Comedy;5.71;8.46;College;10;44;17691;5584;29;1418975.99
Charles Gardner;32;Male;USA;14;Action;5.9;4.99;University;7;39;17584;5228;21;825443.06
Kelly Ramirez;26;Female;USA;8;Drama;6.61;2.73;Graduate;5;41;15942;4711;27;502373.16
Angela Choi;49;Male;USA;14;Horror;5.85;6.01;High School;5;32;15173;5126;28;330920.72
Marvin Martinez MD;58;Male;USA;11;Action;5.5;6.26;University;8;25;15659;5209;24;590996.22
Micheal Leach;39;Male;USA;13;Action;5.66;11.57;University;9;41;16200;5146;25;608423.35
Sarah White;35;Male;USA;13;Drama;7.51;9.34;College;9;32;14320;4962;19;911115.01
Susan Porter;48;Male;USA;15;Horror;6.18;9.93;Graduate;7;45;17760;5306;26;470915
Lisa Perez;49;Male;USA;11;Action;3.68;8.38;College;8;40;15913;4775;29;597253.85
Elizabeth Miller;29;Female;USA;11;Action;7.15;13.17;Graduate;8;30;16231;4975;23;605531.53
Jennifer Sanders;22;Female;USA;4;Drama;8.2;5.65;High School;8;30;17136;5030;23;641661.22
Joseph Key;31;Male;USA;9;Horror;8.69;6.18;Graduate;7;38;14659;4963;22;380868.82
Sandra Kim;49;Male;USA;23;Sci-Fi;7.43;9.76;College;12;46;17382;5033;23;1730313.22
Ariana Dixon;51;Male;Canada;17;Action;7.02;9.38;Graduate;9;32;14331;4536;18;800728.19
Nathan Meadows;24;Female;USA;6;Drama;7.85;5.95;University;4;43;13964;4965;25;406172.78
Michelle Wells;35;Female;USA;16;Drama;8.28;18.05;Graduate;13;37;16512;5046;26;1198579.94
Brittney Montes;31;Female;USA;12;Sci-Fi;7.55;9.81;Graduate;7;44;14965;4909;26;527530.64
Angela Smith;49;Male;Canada;17;Musical;5.21;14.69;College;11;33;16322;5343;28;403108.03
Kathy Garcia;44;Male;USA;17;Sci-Fi;6.3;16.84;University;15;49;18055;5427;25;1663658.62
Miguel Knox;23;Male;USA;5;Comedy;4.96;3.58;Graduate;5;62;20400;5783;36;498592.22
Phillip Ward;20;Male;USA;2;Comedy;5.79;5.46;College;3;44;17603;5233;24;192857.89
Nicholas Mcclain DDS;24;Female;USA;6;Drama;9.91;15.65;High School;11;38;18188;5144;33;812618.4
Caitlin Reid;58;Male;USA;16;Sci-Fi;5.51;8.75;High School;11;38;18360;5065;26;702923.58
Carly Martinez;44;Female;USA;18;Drama;7.96;4.64;Graduate;6;36;17158;4976;20;675312.36
Johnny Moore;55;Male;USA;12;Action;6.1;4.71;Graduate;6;43;17374;4885;24;538249.05
Jenna Matthews;47;Female;USA;19;Action;7.75;9.89;University;10;38;15601;4548;24;1046071.62
Jeremy Dean;48;Male;Canada;16;Horror;5.69;10.96;College;10;43;17826;5145;29;709845.9
Aaron Miller Jr.;49;Male;USA;20;Sci-Fi;8.25;13.51;High School;13;60;18474;5246;31;979060.95
Jennifer Freeman;56;Female;USA;14;Action;6.35;10.96;College;10;39;14501;4718;24;951122.02
Deborah Herman;26;Male;Canada;8;Action;5.27;6.81;University;6;35;17252;5095;26;507324.04
John Larson;46;Male;USA;13;Action;6.3;6.09;College;9;30;19774;5235;28;1350185.17
Rose Morales;41;Female;USA;15;Action;4.53;6.34;College;6;29;13857;4863;21;522695.85
Patrick Harris;37;Male;USA;12;Horror;5.73;8.71;University;7;32;13535;5016;21;480767.33
Jessica Porter;41;Male;USA;18;Drama;4.99;12.63;University;10;47;17152;5191;26;997341.87
Carolyn Myers;19;Female;USA;1;Drama;8.8;10.64;High School;10;32;17171;5291;25;855541.39
Brian Roberts;36;Male;USA;13;Sci-Fi;6.43;5.16;High School;5;45;14208;4779;24;353196.32
Todd Nelson;51;Female;USA;15;Drama;10.72;8.47;University;9;49;19177;5464;29;786646.39
Pamela Morris;32;Male;Canada;14;Comedy;5.71;8.95;University;9;44;16616;4623;23;481753.46
Anna Evans;43;Male;USA;16;Drama;7.41;14.01;College;10;45;17564;5117;26;882292.15
Raymond Rivas;42;Female;Canada;14;Action;5.91;5.83;Graduate;6;34;17094;5192;24;720111.25
Dawn Miller;19;Female;USA;1;Action;5.19;9.95;College;6;38;19508;5260;23;553991.39
Jeffrey Hays;33;Female;USA;13;Comedy;9.74;16.98;College;13;35;14406;4816;22;1060426.92
Breanna Jacobs;28;Female;USA;9;Sci-Fi;8.25;12.48;Graduate;7;33;17153;5104;26;694940.65
Janet Hinton;26;Female;USA;8;Drama;8.03;10.93;College;8;32;16995;4949;30;569667.33
Wayne Gonzalez;38;Male;USA;17;Drama;10.37;1.81;High School;8;35;12484;4684;22;1167370.65
Todd Stout;24;Male;USA;6;Comedy;5.85;17.58;Graduate;9;38;15590;5026;25;455239.99
Sarah Green;38;Male;USA;18;Action;6.47;10.19;High School;10;61;18280;5411;20;1127465.54
Allen Jones;69;Female;USA;15;Drama;8.19;8.03;High School;11;33;15329;4926;26;970300.31
Ms. Jessica Jacobs;33;Male;USA;15;Action;4.6;2.78;High School;5;27;15090;5516;24;473244.11
Daniel Jones;38;Male;USA;15;Sci-Fi;9.6;6.82;Graduate;8;47;17909;5423;37;994565.8
John Dickerson;31;Female;USA;9;Comedy;7.7;8.71;High School;7;38;15470;4842;25;558409.48
Melissa Reed;31;Female;USA;11;Drama;8.14;12.78;Graduate;10;40;18146;5243;20;1015996.9
Kevin Carey;36;Female;USA;11;Drama;7.84;10.73;High School;12;35;14796;4914;18;1096620.01
Isaiah Sutton;23;Male;USA;5;Sci-Fi;5.61;7.29;High School;6;36;14749;5036;26;363841.34
Erin Peterson;29;Female;USA;11;Comedy;10.03;7.18;Graduate;7;32;20381;5003;15;690471.83
Mary Johnson;30;Male;USA;12;Sci-Fi;7.35;6.99;Graduate;7;41;15982;5145;26;454946.52
Peter Hogan;47;Male;USA;12;Comedy;8.98;16.93;College;11;46;19559;5146;26;964812.81
Scott Perez;24;Male;USA;6;Horror;4.71;5.9;College;5;33;13898;4374;28;213290.25
Anthony Wall;39;Male;USA;10;Action;6.42;16.67;Graduate;8;47;17915;5580;23;571314.82
Adam Garrett;61;Female;USA;15;Drama;9.12;1.26;Graduate;7;47;17987;4982;30;1217563.36
Rachel Smith;47;Male;USA;16;Action;7;6.91;College;8;41;16538;5327;26;776056.93
Jay Hopkins;49;Male;Canada;14;Action;6.18;3.95;University;5;42;16600;4731;30;565954.95
Angela Bowen;38;Female;USA;20;Comedy;8.45;7.79;High School;11;34;16286;4770;30;1123969.82
Susan Murray;42;Male;USA;21;Action;7.5;10.61;University;10;35;19027;5124;24;1365221.02
Adam Robinson;22;Female;USA;4;Drama;8.12;5.9;High School;6;37;16550;5726;27;445514.93
Crystal Tate;46;Female;USA;19;Drama;8.65;9.36;College;9;38;18710;5654;27;1060081.46
Mary Gonzalez;25;Female;USA;7;Musical;11;3.1;College;6;35;18977;5420;28;647340.24
Connor Rosario;43;Female;USA;17;Drama;9.78;7.81;Graduate;8;46;20560;5291;18;1369322.45
Jennifer Rivera;24;Female;USA;6;Drama;7.96;7.69;Graduate;7;26;13654;4675;23;401268.82
Zachary Rogers;31;Female;USA;11;Drama;11.96;3.3;College;8;41;16250;5127;25;1003563.64
Amanda Williams;27;Female;USA;9;Drama;8.54;10.82;College;9;40;17912;5266;26;699722.02
Lori Adams;25;Female;USA;7;Horror;5.78;6.59;Graduate;6;36;17481;5260;29;482348.04
Angel Thomas;45;Male;USA;14;Comedy;8.05;2.86;Graduate;6;43;15702;4978;22;523702.61
Taylor Ho;28;Male;USA;10;Sci-Fi;5.07;17.96;Graduate;8;46;17287;5215;32;430931.4
Monica Taylor;28;Female;USA;10;Drama;6.9;8.24;High School;9;38;15592;5613;30;627161.54
Danielle Frazier;41;Female;USA;14;Comedy;5.25;8.22;Graduate;7;57;21711;5764;27;807562.66
Jerome Sweeney;31;Female;USA;13;Comedy;9;9.07;Graduate;8;33;16731;5036;29;752472.41
Holly Robinson;28;Male;USA;10;Action;5.53;12.86;High School;10;46;19795;5870;27;1009468.93
Randy Phillips;37;Female;Canada;19;Comedy;9;6.23;College;8;39;15848;4814;24;1297553.35
Julie Higgins;37;Male;USA;19;Action;7.29;12.5;College;11;41;18241;4935;27;1221786.72
Joshua Reed;36;Male;USA;18;Action;4.73;8.3;Graduate;8;37;16209;5479;38;659554.89
Michelle Mccoy;37;Male;Canada;18;Drama;9.39;14.46;University;11;33;15961;5305;28;1086682.08
Thomas Martinez;55;Male;USA;20;Action;6.11;13.99;Graduate;12;49;18388;5584;29;1402851.49
Christopher Hunter;23;Female;USA;5;Drama;7.25;8.22;Graduate;5;55;20682;5782;26;768065.6
